budget,genres,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,director,release_year,Year,budget_adjusted,revenue_adjusted
200000000.0,Action Drama Horror Science-Fiction Thriller,72190,en,81.834855,2013-06-20,531865000.0,116.0,World War Z,6.7,5560,Marc Forster,2013,2013,200000000.0,531865000.0
15000000.0,Action Adventure Drama Horror Science-Fiction,315011,ja,9.476999,2016-07-29,77000000.0,120.0,Shin Godzilla,6.5,143,Hideaki Anno,2016,2016,14559387.851187674,74738190.96943006
150000000.0,Drama Horror Action Thriller Science-Fiction,6479,en,70.867401,2007-12-14,585349010.0,101.0,I Am Legend,6.9,4853,Francis Lawrence,2007,2007,168530977.80478626,657662940.082424
110000000.0,Thriller Action Fantasy Horror,1250,en,46.834704,2007-02-16,228738393.0,114.0,Ghost Rider,5.2,1712,Mark Steven Johnson,2007,2007,123589383.72350992,256996700.2252365
100000000.0,Action Fantasy Horror Mystery,9946,en,20.652943,1999-11-24,211989043.0,121.0,End of Days,5.5,482,Peter Hyams,1999,1999,139830132.05282113,296424558.76441175
100000000.0,Drama Horror Mystery Thriller,2655,en,15.835672,2000-07-21,155464351.0,130.0,What Lies Beneath,6.3,488,Robert Zemeckis,2000,2000,135282810.68524972,210316543.64638212
8000000.0,Horror Comedy Fantasy,16281,en,13.661289,1982-11-12,21028755.0,120.0,Creepshow,6.7,226,George A. Romero,1982,1982,19312497.409326427,50764722.05735751
80000000.0,Horror Thriller Fantasy Mystery,11618,en,19.375768,1999-07-23,91188905.0,113.0,The Haunting,5.2,369,Jan de Bont,1999,1999,111864105.6422569,127509566.2790216
0.0,Mystery Drama Horror,330770,fr,3.300061,2015-09-14,0.0,81.0,Evolution,6.4,47,Lucile Hadzihalilovic,2015,2015,0.0,0.0
78000000.0,Crime Thriller Horror,9533,en,10.083905,2002-09-29,209196298.0,124.0,Red Dragon,6.7,1115,Brett Ratner,2002,2002,101004146.74819344,270893507.4662924
80000000.0,Horror Mystery Thriller,11026,en,15.761384,2004-08-20,78000586.0,114.0,Exorcist: The Beginning,4.7,183,Renny Harlin,2004,2004,98658337.74483854,96192601.97354156
70000000.0,Horror Action Drama Fantasy War,49017,en,64.457947,2014-10-01,215529201.0,92.0,Dracula Untold,6.2,2389,Gary Shore,2014,2014,68882594.95809679,212088723.6303604
60000000.0,Adventure Action Horror,8814,en,29.261348,2005-10-20,55987321.0,105.0,Doom,5.0,609,Andrzej Bartkowiak,2005,2005,71568970.81413211,66782582.376840755
70000000.0,Fantasy Action Horror,52520,en,58.401204,2012-01-19,160112671.0,88.0,Underworld: Awakening,6.1,1862,M\u00e5ns M\u00e5rlind,2012,2012,71025331.67243047,162457936.61048198
69000000.0,Action Fantasy Horror,72331,en,38.634767,2012-06-20,112265139.0,94.0,Abraham Lincoln: Vampire Hunter,5.5,1269,Timur Bekmambetov,2012,2012,70010684.07711004,113909553.32466441
68000000.0,Drama Horror Science-Fiction Thriller,6171,en,26.792794,2003-03-21,75715436.0,136.0,Dreamcatcher,5.3,567,Lawrence Kasdan,2003,2003,86092804.34782608,95861091.43615216
65000000.0,Science-Fiction Action Horror Thriller Adventure,36648,en,49.660055,2004-12-08,128905366.0,123.0,Blade: Trinity,5.7,1252,David S. Goyer,2004,2004,80159899.4176813,158969864.19937533
65000000.0,Action Horror Science-Fiction,71679,en,6.227675,2012-09-12,240159255.0,95.0,Resident Evil: Retribution,5.6,1600,Paul W.S. Anderson,2012,2012,65952093.69582829,243677010.57969722
65000000.0,Horror Thriller,100241,en,31.324734,2014-01-22,71154592.0,92.0,"I, Frankenstein",5.0,687,Stuart Beattie,2014,2014,63962409.60394701,70018756.28778048
70000000.0,Science-Fiction Horror Action,8078,en,37.44963,1997-11-12,162000000.0,109.0,Alien: Resurrection,5.9,1365,Jean-Pierre Jeunet,1997,1997,101601183.80062304,235134168.22429904
60000000.0,Horror Mystery Thriller,11015,en,12.621769,1997-01-10,33956608.0,110.0,The Relic,5.8,130,Peter Hyams,1997,1997,87086728.9719626,49286165.29505295
60000000.0,Action Science-Fiction Fantasy Thriller Horror,38321,en,28.350927,2011-05-05,78309131.0,87.0,Priest,5.4,692,Scott Stewart,2011,2011,62138713.162235096,81100477.15321487
60000000.0,Horror Science-Fiction Mystery,8413,en,29.787135,1997-08-15,26673242.0,96.0,Event Horizon,6.5,742,Paul W.S. Anderson,1997,1997,87086728.9719626,38714756.61429283
90000000.0,Horror Science-Fiction Thriller,10384,en,5.762037,2000-01-14,14828081.0,91.0,Supernova,4.9,109,Walter Hill,2000,2000,121754529.61672474,20059844.747485485
30000000.0,Drama Horror Thriller,9009,en,14.376463,2005-06-27,25473093.0,105.0,Dark Water,5.3,274,Walter Salles,2005,2005,35784485.407066055,30384717.491044547
58000000.0,Adventure Horror Comedy,257445,en,45.351617,2015-08-05,158162788.0,103.0,Goosebumps,6.2,995,Rob Letterman,2015,2015,57006484.76691545,155453526.97956687
60000000.0,Action Adventure Horror Science-Fiction,35791,en,2.143764,2010-09-09,300228084.0,97.0,Resident Evil: Afterlife,5.8,1363,Paul W.S. Anderson,2010,2010,64100139.41372858,320744367.33861023
57000000.0,Drama Horror Mystery Thriller,1813,en,33.8473,1997-10-17,152944660.0,144.0,The Devil's Advocate,7.2,1374,Taylor Hackford,1997,1997,82732392.52336448,221990835.88548285
50000000.0,Science-Fiction Action Horror,8077,en,45.856409,1992-05-22,159773545.0,114.0,Alien³,6.2,1633,David Fincher,1992,1992,83021026.37205985,265291273.86004984
54000000.0,Fantasy Horror Action Thriller,36586,en,67.169587,2002-03-22,155010032.0,117.0,Blade II,6.2,1528,Guillermo del Toro,2002,2002,69925947.7487493,200726359.22525847
67000000.0,Thriller Action Horror,285923,en,16.637642,2007-04-06,25037897.0,191.0,Grindhouse,6.8,459,Robert Rodriguez,2007,2007,75277170.08613786,28131075.090570163
60000000.0,Horror Romance,628,en,50.163785,1994-11-11,223664608.0,123.0,Interview with the Vampire,7.2,1516,Neil Jordan,1994,1994,94314574.89878544,351580540.3903914
50000000.0,Drama Horror Thriller,10320,en,32.233713,2005-03-17,161451538.0,110.0,The Ring Two,5.4,632,Hideo Nakata,2005,2005,59640809.01177675,192582006.85031232
50000000.0,Fantasy Horror Action,60304,en,53.02787,2013-01-17,224803475.0,88.0,Hansel & Gretel: Witch Hunters,5.7,3239,Tommy Wirkola,2013,2013,50000000.0,224803475.0
50000000.0,Horror Mystery,588,en,32.927994,2006-04-21,97607453.0,125.0,Silent Hill,6.3,1067,Christophe Gans,2006,2006,57777033.73015873,112789382.08591767
50000000.0,Comedy Horror Fantasy,928,en,33.98637,1990-06-15,41482207.0,106.0,Gremlins 2: The New Batch,6.2,652,Joe Dante,1990,1990,89118974.75133896,73937035.16525632
45000000.0,Horror Action Science-Fiction,1577,en,29.880122,2004-09-10,129394835.0,94.0,Resident Evil: Apocalypse,6.1,1267,Alexander Witt,2004,2004,55495314.98147167,159573491.67334569
0.0,Horror,53953,de,0.716764,2006-08-08,0.0,0.0,The Tooth Fairy,4.3,13,Chuck Bowman,2006,2006,0.0,0.0
47000000.0,Drama Horror Thriller Romance,9095,en,6.067212,1996-02-23,12379402.0,104.0,Mary Reilly,5.7,74,Stephen Frears,1996,1996,69783167.6226896,18380295.42201402
45000000.0,Horror Action,36647,en,43.815492,1998-08-21,131183530.0,120.0,Blade,6.5,1905,Stephen Norrington,1998,1998,64313282.20858895,187485408.57797545
45000000.0,Adventure Horror Thriller,9360,en,27.684779,1997-04-11,136885767.0,89.0,Anaconda,4.7,610,Luis Llosa,1997,1997,65315046.72897196,198682228.18080372
35000000.0,Horror Mystery Thriller,768,en,26.134678,2001-10-19,74558115.0,122.0,From Hell,6.6,741,Albert Hughes,2001,2001,46038932.80632411,98073601.33289102
45000000.0,Horror Action Science-Fiction,7737,en,12.06538,2007-09-20,148412065.0,94.0,Resident Evil: Extinction,6.1,1292,Russell Mulcahy,2007,2007,50559293.34143588,166746869.54985
45000000.0,Adventure Action Horror Science-Fiction,9457,en,6.513856,1998-01-30,11203026.0,106.0,Deep Rising,6.0,154,Stephen Sommers,1998,1998,64313282.20858895,16011186.060625765
32000000.0,Drama Horror Mystery,2637,en,14.733513,2002-01-25,55157539.0,119.0,The Mothman Prophecies,6.1,305,Mark Pellington,2002,2002,41437598.66592551,71424873.8900667
42000000.0,Fantasy Thriller Horror,49730,en,45.151657,2011-03-11,89162162.0,100.0,Red Riding Hood,5.6,922,Catherine Hardwicke,2011,2011,43497099.21356457,92340366.82404563
40000000.0,Horror,259693,en,68.794673,2016-05-13,320170008.0,134.0,The Conjuring 2,7.0,1949,James Wan,2016,2016,38825034.269833796,310765288.319324
40000000.0,Horror Mystery,4234,en,24.992057,2000-02-03,161834276.0,116.0,Scream 3,5.7,736,Wes Craven,2000,2000,54113124.27409989,218933957.22492453
40000000.0,Romance Horror,6114,en,45.022964,1992-11-13,215862692.0,128.0,Dracula,7.1,1056,Francis Ford Coppola,1992,1992,66416821.09764789,358422844.9055167
40000000.0,Horror Mystery,19912,en,32.478077,2009-08-26,186167139.0,82.0,The Final Destination,5.4,831,David R. Ellis,2009,2009,43434372.62570093,202151322.1496665
40000000.0,Action Adventure Fantasy Horror Science-Fiction,10336,en,19.833664,1997-07-31,87840042.0,96.0,Spawn,5.0,336,Mark A.Z. Dipp\u00e9,1997,1997,58057819.31464174,127495032.17566355
43000000.0,Drama Horror Mystery Thriller,9913,en,29.105407,2005-07-29,91974818.0,104.0,The Skeleton Key,6.4,573,Iain Softley,2005,2005,51291095.75012801,109709051.08461854
40000000.0,Horror Thriller,4970,en,27.303608,2003-11-21,141591324.0,98.0,Gothika,5.8,629,Mathieu Kassovitz,2003,2003,50642826.086956516,179264619.9188478
40000000.0,Fantasy Action Science-Fiction Thriller Horror,440,en,39.381913,2007-12-25,41797066.0,94.0,Aliens vs Predator: Requiem,4.9,740,Colin Strause,2007,2007,44941594.081276335,46960669.34900791
40000000.0,Horror Mystery,41446,en,35.21926,2011-04-11,97138686.0,111.0,Scream 4,6.1,902,Wes Craven,2011,2011,41425808.7748234,100601215.77184036
47000000.0,Horror Mystery,55779,en,38.555482,2011-08-12,157887643.0,92.0,Final Destination 5,5.9,866,Steven Quale,2011,2011,48675325.310417496,163515582.6706396
40000000.0,Drama Horror Thriller Crime,10391,en,3.321949,2000-08-11,0.0,107.0,Bless the Child,4.9,71,Chuck Russell,2000,2000,54113124.27409989,0.0
40000000.0,Fantasy Horror Science-Fiction,9306,en,13.210898,1996-08-23,49627779.0,96.0,The Island of Dr. Moreau,4.6,147,John Frankenheimer,1996,1996,59389929.89165073,73684757.88720842
40000000.0,Horror,1683,en,13.445697,2007-04-05,62771059.0,99.0,The Reaping,5.4,205,Stephen Hopkins,2007,2007,44941594.081276335,70525786.3407462
40000000.0,Horror Thriller,9544,en,6.756886,2002-08-09,18902015.0,101.0,FearDotCom,3.2,105,William Malone,2002,2002,51796998.33240689,24476690.98585325
33000000.0,Action Horror Mystery Science-Fiction Thriller,19898,en,28.353517,2009-09-08,20645327.0,108.0,Pandorum,6.5,774,Christian Alvart,2009,2009,35833357.41620326,22417920.647436105
38000000.0,Horror Mystery Thriller,622,en,30.359164,1999-08-24,58401898.0,133.0,The Ninth Gate,6.3,756,Roman Polanski,1999,1999,53135450.18007203,81663451.0947539
15000000.0,Horror Mystery Science-Fiction,1091,en,52.731379,1982-06-25,19629760.0,109.0,The Thing,7.8,1588,John Carpenter,1982,1982,36210932.64248705,47387461.14321244
37000000.0,Drama Thriller Horror,48171,en,11.492474,2011-01-28,96047633.0,114.0,The Rite,5.8,556,Mikael H\u00e5fstr\u00f6m,2011,2011,38318873.11671165,99471271.94831043
35000000.0,Science-Fiction Horror Action,9348,en,23.607071,1995-07-07,113374103.0,108.0,Species,5.5,453,Roger Donaldson,1995,1995,53500623.35958005,173302433.809521
1800000.0,Horror,377,en,38.204158,1984-11-14,25504513.0,91.0,A Nightmare on Elm Street,7.2,1180,Wes Craven,1984,1984,4035828.6814244464,57184358.372868136
33000000.0,Horror Science-Fiction Thriller,8843,en,25.413955,2000-08-17,104155843.0,107.0,The Cell,6.0,436,Tarsem Singh,2000,2000,44643327.526132405,140904951.90331593
33000000.0,Horror Action Science-Fiction,1576,en,40.715623,2002-03-15,102984862.0,100.0,Resident Evil,6.4,2065,Paul W.S. Anderson,2002,2002,42732523.62423568,133357668.13192885
10700000.0,Horror,609,en,36.230204,1982-06-04,122200000.0,114.0,Poltergeist,7.0,794,Tobe Hooper,1982,1982,25830465.284974094,294998397.92746115
40000000.0,Horror,10066,en,17.157738,2005-04-30,68766121.0,113.0,House of Wax,5.5,677,Jaume Collet-Serra,2005,2005,47712647.2094214,82025341.78083462
35000000.0,Horror Mystery Thriller,13515,en,19.774543,2008-08-15,72436439.0,110.0,Mirrors,6.0,485,Alexandre Aja,2008,2008,37869862.47288705,78375942.37016204
35000000.0,Drama Fantasy Horror,11979,en,11.644243,2002-02-10,45479110.0,101.0,Queen of the Damned,5.4,239,Michael Rymer,2002,2002,45322373.54085603,58892034.62073374
35000000.0,Horror Comedy,10012,en,11.195593,2005-02-25,19294901.0,97.0,Cursed,5.1,167,Wes Craven,2005,2005,41748566.30824373,23015270.108842805
35000000.0,Drama Fantasy Horror Mystery Romance,9616,en,3.746806,2003-09-05,11560806.0,102.0,The Order,4.8,91,Brian Helgeland,2003,2003,44312472.82608695,14636797.192076085
30000000.0,Horror Action Thriller Science-Fiction,71469,en,23.328823,2011-12-22,64626786.0,89.0,The Darkest Hour,4.8,469,Chris Gorak,2011,2011,31069356.581117548,66930421.96418585
33000000.0,Action Crime Horror Thriller,326,en,19.642328,2006-08-06,62022014.0,105.0,Snakes on a Plane,5.1,497,David R. Ellis,2006,2006,38132842.26190476,71668959.89780754
29000000.0,Horror,10307,en,14.993169,1999-09-10,50041732.0,103.0,Stigmata,6.0,242,Rupert Wainwright,1999,1999,40550738.29531813,69973419.93711884
70000000.0,Fantasy Drama Horror Action Thriller,10253,ko,4.822033,2007-02-08,53587404.0,90.0,Dragon Wars: D-War,4.0,104,Shim Hyung-Rae,2007,2007,78647789.6422336,60207583.960934095
31000000.0,Comedy Horror,6488,en,15.895661,1990-08-09,53208180.0,103.0,Arachnophobia,6.2,433,Frank Marshall,1990,1990,55253764.34583015,94837168.99969396
30000000.0,Horror Comedy Fantasy,2907,en,37.179547,1991-11-22,191502426.0,99.0,The Addams Family,6.7,848,Barry Sonnenfeld,1991,1991,51312114.53744494,327546480.57035244
35000000.0,Horror Comedy Romance,82654,en,43.742241,2013-01-31,116980662.0,97.0,Warm Bodies,6.4,2652,Jonathan Levine,2013,2013,35000000.0,116980662.0
30000000.0,Horror Thriller,16871,en,45.083509,2009-03-15,90810892.0,99.0,Drag Me to Hell,6.2,966,Sam Raimi,2009,2009,32575779.469275694,98607853.04000708
30000000.0,Horror Thriller,4513,en,33.394082,2007-10-17,75505973.0,113.0,30 Days of Night,6.2,767,David Slade,2007,2007,33706195.56095725,84833969.73194528
30000000.0,Horror Thriller,22970,en,73.987775,2012-04-12,66486080.0,95.0,The Cabin in the Woods,6.5,2263,Drew Goddard,2012,2012,30439427.859613057,67459941.19428208
25000000.0,Horror Comedy Music,10776,en,12.113235,1986-12-19,38748395.0,94.0,Little Shop of Horrors,6.6,384,Frank Oz,1986,1986,53138001.824817516,82360491.36874999
30000000.0,Drama Horror,133805,en,63.848541,2013-10-16,82394288.0,100.0,Carrie,5.8,1463,Kimberly Peirce,2013,2013,30000000.0,82394288.0
30000000.0,Action Adventure Horror Thriller,9042,en,10.756266,2005-08-25,15007991.0,97.0,The Cave,5.1,202,Bruce Hunt,2005,2005,35784485.407066055,17901774.49762929
17000000.0,Horror Comedy,58151,en,18.27083,2011-08-18,24922237.0,106.0,Fright Night,6.0,603,Craig Gillespie,2011,2011,17605968.729299944,25810595.60507071
25000000.0,Drama Horror Science-Fiction Thriller,11058,en,12.10235,2004-04-30,30114487.0,102.0,Godsend,4.7,114,Nick Hamm,2004,2004,30830730.545262042,37138065.36823187
12000000.0,Drama Horror Comedy,11249,en,12.653831,2004-11-11,24829644.0,87.0,Seed of Chucky,4.9,287,Don Mancini,2004,2004,14798750.66172578,30620642.547951296
28000000.0,Fantasy Horror Action,924,en,44.529429,2004-03-19,102356381.0,101.0,Dawn of the Dead,6.8,1016,Zack Snyder,2004,2004,34530418.210693486,126228880.08796717
28000000.0,Thriller Horror,10577,en,6.756771,2000-12-22,33000337.0,99.0,Dracula 2000,4.6,148,Patrick Lussier,2000,2000,37879186.99186992,44643783.42920442
0.0,Horror Thriller,10383,en,3.312385,2000-10-13,0.0,97.0,Lost Souls,4.5,38,Janusz Kami\u0144ski,2000,2000,0.0,0.0
28000000.0,Action Horror Science-Fiction,10016,en,13.145205,2001-08-24,14010832.0,98.0,Ghosts of Mars,4.8,296,John Carpenter,2001,2001,36831146.24505929,18429821.51453416
28000000.0,Romance Horror Comedy Thriller,58431,en,28.397048,2016-02-04,16374328.0,108.0,Pride and Prejudice and Zombies,5.5,640,Burr Steers,2016,2016,27177523.988883656,15893346.143637476
27000000.0,Horror Comedy Action Science-Fiction Thriller,9825,en,11.678561,1999-07-15,56870414.0,82.0,Lake Placid,5.5,247,Steve Miner,1999,1999,37754135.65426171,79521974.99518608
27000000.0,Horror Mystery Thriller,28355,en,23.917982,2009-08-13,29000000.0,109.0,Case 39,6.1,563,Christian Alvart,2009,2009,29318201.522348125,31489920.15363317
26000000.0,Drama Horror Science-Fiction Thriller,1551,en,24.114459,1990-08-09,61489265.0,115.0,Flatliners,6.3,404,Joel Schumacher,1990,1990,46341866.870696254,109597205.1002678
26000000.0,Horror Thriller,11460,en,8.802626,2005-08-04,57891803.0,85.0,Red Eye,6.2,455,Wes Craven,2005,2005,31013220.68612391,69054279.3214081
26000000.0,Horror Mystery,9358,en,37.355826,2003-01-31,90426405.0,90.0,Final Destination 2,5.9,1023,David R. Ellis,2003,2003,32917836.956521735,114486217.55209237
26000000.0,Horror,22894,en,30.981604,2010-01-21,67918658.0,100.0,Legion,5.2,629,Scott Stewart,2010,2010,27776727.079282384,72559924.1098892
30000000.0,Horror,6466,en,26.69592,2003-08-15,114908830.0,97.0,Freddy vs. Jason,5.8,594,Ronny Yu,2003,2003,37982119.56521739,145482697.3386413
2800000.0,Horror Thriller,794,en,25.939385,1976-06-06,60922980.0,111.0,The Omen,7.2,476,Richard Donner,1976,1976,11463613.356766256,249427674.0221441
25000000.0,Horror Mystery,9286,en,31.64341,2006-02-10,117719158.0,93.0,Final Destination 3,5.8,974,James Wong,2006,2006,28888516.865079366,136029275.2490377
25000000.0,Horror Mystery Thriller,11096,en,18.228538,2005-01-27,122644820.0,101.0,Hide and Seek,6.1,440,John Polson,2005,2005,29820404.505888376,146292725.71807474
17000000.0,Horror Thriller,11351,en,19.045146,2003-08-08,63102666.0,104.0,Jeepers Creepers 2,5.5,299,Victor Salva,2003,2003,21523201.08695652,79892433.4965326
20000000.0,Adventure Action Horror Science-Fiction Thriller,11237,en,9.855474,2004-08-26,70992898.0,97.0,Anacondas: The Hunt for the Blood Orchid,4.9,199,Dwight H. Little,2004,2004,24664584.436209634,87550516.3546109
25000000.0,Horror Comedy,11932,en,14.340095,1998-10-16,50671850.0,89.0,Bride of Chucky,5.5,350,Ronny Yu,1998,1998,35729601.22699386,72419399.75736196
25000000.0,Fantasy Horror Thriller,46261,en,14.562197,2010-11-06,36993168.0,99.0,Don't Be Afraid of the Dark,5.4,341,Troy Nixey,2010,2010,26708391.422386907,39521120.43592471
25000000.0,Drama Horror Mystery Thriller,43931,en,7.001176,2010-10-08,19829957.0,107.0,My Soul to Take,5.2,147,Wes Craven,2010,2010,26708391.422386907,21185050.137804046
28000000.0,Horror Thriller,65055,en,8.363702,2011-09-02,10126458.0,91.0,Shark Night,4.9,132,David R. Ellis,2011,2011,28998066.14237638,10487417.816857016
14000000.0,Horror Thriller,77883,en,21.680424,2012-08-30,85446075.0,92.0,The Possession,5.8,498,Ole Bornedal,2012,2012,14205066.334486093,86697654.52831955
25000000.0,Action Adventure Fantasy Horror,168705,en,7.008216,2005-10-22,2405420.0,95.0,BloodRayne,3.5,118,Uwe Boll,2005,2005,29820404.505888376,2869223.8962621605
24000000.0,Horror Mystery,4233,en,35.244037,1997-12-09,172363301.0,120.0,Scream 2,6.1,840,Wes Craven,1997,1997,34834691.588785045,250175934.64833018
65000000.0,Horror Mystery Thriller,3600,en,20.793026,1998-11-13,40002112.0,100.0,I Still Know What You Did Last Summer,5.1,374,Danny Cannon,1998,1998,92896963.19018404,57170380.39990184
24000000.0,Comedy Horror,43593,en,23.343839,2010-08-20,83188165.0,88.0,Piranha 3D,5.3,581,Alexandre Aja,2010,2010,25640055.76549143,88872882.90120427
23600000.0,Comedy Horror,19908,en,57.300674,2009-10-07,102391382.0,88.0,Zombieland,7.2,3550,Ruben Fleischer,2009,2009,25626279.849163547,111182635.98621216
23000000.0,Horror,9532,en,38.799596,2000-03-16,53302314.0,98.0,Final Destination,6.4,1378,James Wong,2000,2000,31115046.457607437,72108868.53947736
25000000.0,Horror Thriller,3021,en,35.169779,2007-07-12,94679598.0,104.0,1408,6.5,1343,Mikael H\u00e5fstr\u00f6m,2007,2007,28088496.300797712,106376301.52736057
22000000.0,Family Horror,24100,en,4.365196,2000-10-27,13555988.0,95.0,The Little Vampire,6.1,77,Uli Edel,2000,2000,29762218.35075494,18338921.58255517
21000000.0,Horror Thriller Science-Fiction,7341,en,4.781538,1999-03-11,17762705.0,104.0,The Rage: Carrie 2,5.1,76,Katt Shea,1999,1999,29364327.731092438,24837613.857653063
15000000.0,Action Thriller Science-Fiction Horror,1946,en,21.928025,1999-04-14,2856712.0,97.0,eXistenZ,6.7,475,David Cronenberg,1999,1999,20974519.80792317,3994544.1619687877
38000000.0,Horror Thriller,9682,en,9.662715,2006-08-11,29907685.0,90.0,Pulse,5.0,150,Jim Sonzero,2006,2006,43910545.634920634,34559546.50071925
20000000.0,Horror Thriller,579,en,19.636044,1978-06-16,187884007.0,116.0,Jaws 2,5.9,406,Jeannot Szwarc,1978,1978,71459202.45398773,671302064.7039723
13000000.0,Horror Thriller,138843,en,49.975409,2013-07-18,318000141.0,112.0,The Conjuring,7.4,3092,James Wan,2013,2013,13000000.0,318000141.0
20000000.0,Thriller Horror Drama Mystery,8968,en,11.62423,2005-02-04,67192859.0,89.0,Boogeyman,4.6,191,Stephen T. Kay,2005,2005,23856323.6047107,80148729.4114849
20000000.0,Horror Thriller Mystery,21208,en,29.295801,2009-07-24,41596251.0,123.0,Orphan,6.7,1261,Jaume Collet-Serra,2009,2009,21717186.312850464,45167676.644154616
20000000.0,Horror Thriller,1975,en,13.906944,2006-10-13,39143839.0,102.0,The Grudge 2,5.2,283,Takashi Shimizu,2006,2006,23110813.492063493,45232298.12461806
20000000.0,Horror Comedy,40264,en,17.165039,2010-08-18,80547866.0,82.0,Vampires Suck,4.2,315,Jason Friedberg,2010,2010,21366713.137909524,86052157.3346388
20000000.0,Horror Thriller,76617,en,26.497025,2013-01-03,47241945.0,92.0,Texas Chainsaw 3D,5.3,465,John Luessenhop,2013,2013,20000000.0,47241945.0
35000000.0,Horror Mystery Thriller,9645,en,27.724913,2002-10-25,68349884.0,91.0,Ghost Ship,5.3,531,Steve Beck,2002,2002,45322373.54085603,88507970.68920511
20000000.0,Fantasy Horror Action Thriller Science-Fiction,19901,en,28.019226,2009-01-06,51416464.0,98.0,Daybreakers,6.0,634,Michael Spierig,2009,2009,21717186.312850464,55831046.411798425
9000000.0,Horror Thriller,10069,en,4.34503,2006-03-24,27105095.0,100.0,Stay Alive,5.3,155,William Brent Bell,2006,2006,10399866.071428573,31321039.761483137
20000000.0,Action Adventure Fantasy Horror Science-Fiction,9954,en,15.804814,2006-09-08,37597471.0,97.0,The Covenant,5.2,288,Renny Harlin,2006,2006,23110813.492063493,43445407.00271329
806948.0,Drama Horror Thriller,539,en,93.067866,1960-06-16,32000000.0,109.0,Psycho,8.2,2320,Alfred Hitchcock,1960,1960,6350817.068783783,251845405.40540537
20000000.0,Thriller Horror Mystery,61012,en,23.292761,2012-10-10,52302796.0,94.0,Silent Hill: Revelation 3D,5.0,432,Michael J. Bassett,2012,2012,20292951.906408705,53068906.18993528
19000000.0,Horror Action Thriller Crime,755,en,64.181668,1996-01-19,25836616.0,108.0,From Dusk Till Dawn,6.9,1603,Robert Rodriguez,1996,1996,28210216.698534098,38360870.32193754
20000000.0,Drama Horror Mystery,41402,en,19.705311,2010-10-01,24145613.0,116.0,Let Me In,6.7,641,Matt Reeves,2010,2010,21366713.137909524,25795619.32549895
22000000.0,Horror,10929,en,1.322528,2003-03-14,0.0,100.0,Willard,5.8,82,Glen Morgan,2003,2003,27853554.347826082,0.0
20000000.0,Action Fantasy Horror Thriller,12142,en,9.292987,2005-01-28,10442808.0,96.0,Alone in the Dark,3.1,173,Uwe Boll,2005,2005,23856323.6047107,12456350.349493086
20000000.0,Action Comedy Horror Mystery Science-Fiction,43935,en,10.617236,2011-03-16,4634062.0,107.0,Dylan Dog: Dead of Night,4.5,139,Kevin Munroe,2011,2011,20712904.3874117,4799244.156566892
14000000.0,Crime Horror Mystery,4232,en,45.99611,1996-12-20,173046663.0,111.0,Scream,7.0,1476,Wes Craven,1996,1996,20786475.462077755,256930729.58885276
